SKU,Descripción,Stock
1SCA103567R1001,OTM630E3CM230C MOTORIZED C/O SWITCH,4
1SCA105074R1001,SWITCH-DISCONNECTOR,10
1SCA105234R1001,OHBS3AH SELECTOR HANDLE,20
1SCA113421R1001,Tarjeta electrónica para OTM - OME2PB-25,8
1SCA117037R1001,Puente aislado p OTM 40-125 Cable 70mm,15
1SCA120152R1001,Tarjeta electrónica para OTM - OME4PB-25,8
1SCA121246R1001,250VCD MOTOR SPARE PART,8
1SCA122946R1001,ODPS230 DUAL POWER SUPPLY,4
1SCA126054R1001,OTP100B3M,30
1SCA126069R1001,OTP100BA3M,15
1SDA013956R1,Juego de terminales para Cable  Tipo Borne Externo  FC CuAl  T6  para alojar cables 3 x 70...185mm2 (3/0...350 Kcmil)  hasta 800 A  6 Piezas,19
1SDA014031R1,MOTOR 120/127V S6,1
1SDA014041R1,COPRITERMINALI ALTI IVS6-T6,2
1SDA023384R1,KIT FC CuAl 3x185mm2 T6 800-S6 800 3 pzas,10
1SDA038286R1,YO relé de Apertura 24Vdc,1
1SDA038296R1,YC relé de Cierre 24V E1/6,1
1SDA038323R1,M Motor para carga de Resortes E1-6 130V,1
1SDA038327R1,10 AUX Contactos para instalarse en Emax Clásico para PR121 E1/6 (venta suelta),1
1SDA054117R1,T4N 320 A  Relevador PR221DS-LS/I  3 Polos  sin terminales,4
1SDA054121R1,T4N 320 PR221DS-LS/I In=320 4 Polos  F F,3
1SDA054317R1,T5N 400 A  Relevador PR221DS-LS/I  3 Polos  sin terminales,10
1SDA054349R1,T5H 400 A  Relevador PR221DS-LS/I  3 Polos  sin terminales,6
1SDA054396R1,T5N 630 A  Relevador PR221DS-LS/I  3 Polos  sin terminales,2
1SDA054413R1,T5H 630 PR221DS-I In=630 3 Polos  F F,8
1SDA054436R1,T5N 320 A  Relevador TMA  3 Polos  sin terminales,7
1SDA054437R1,T5N 400 A  Relevador TMA  3 Polos  sin terminales,3
1SDA054870R1,SOR-C  Relé de Apertura  24...30 V ca/cd para T4-T5-T6  Versión Cableada,4
1SDA054872R1,SOR-C  Relé de Apertura  110...127 V ca - 110...125 V cd  T4-T5-T6  Versión Cableada,11
1SDA054887R1,UVR-C  (YU) Bobina de Mínima Tensión  24...30 V ca/cd para T4-T5-T6  Versión Cableada,5
1SDA054890R1,UVR-C  Bobina de Mínima Tensión  110...127 V ca - 110...125 V cd para T4-T5-T6  Versión Cableada,6
1SDA054896R1,MOE  Mando Motor de Energía Acumulada -110...125 V ca/cd para T4-T5,1
1SDA054910R1,1 Contacto (conmutador) abierto/cerrado + 1 contacto (conmutador) de actuación del relé (disparado)  AUX-C 1Q 1SY. para uso a 250V ca/cd para T4-T5-T6*,7
1SDA054911R1,3 contactos (conmutador) abierto/cerrado + 1 contacto (conmutador) de actuación del relé (disparado)  AUX-C 3Q 1SY. para uso a 250V ca/cd para T4-T5-T6*,1
1SDA054929R1,Mando giratorio reenviado RHE normal para fijo y enchufable sobre T4-T5,1
1SDA054974R1,KIT F T4 6 Piezas,1
1SDA054986R1,Juego de terminales frontales FC CuAl para alojar cables de 6…185mm2 (10…350 Kcmil) para T4 hasta 320 A  6 Piezas (250A - UL Listed),21
1SDA055010R1,KIT F T5 6 Piezas,4
1SDA055022R1,Juego de terminales frontales FC CuAl para alojar 1 cable de 95...300mm2 (3/0…300 Kcmil) para T5 hasta 400 A  6 Piezas,31
1SDA055030R1,Juego de terminales frontales borne Externo FC CuAl para alojar 2 cables de 95...240mm2 (3/0...500 Kcmil) para T5 hasta 630 A  6 Piezas,27
1SDA055032R1,KIT FC CuAl 2x240mm2 T5 630 3 Piezas,14
1SDA055039R1,KIT ES T5 8 Piezas,4
1SDA055040R1,KIT ES T5 3 Piezas,24
1SDA055362R1,Kit FC Cu 2x240mm2 T5 630 6 Piezas,2
1SDA056146R1,E3N 3200 PR121/P-LSIG 3 Polos  F HR,1
1SDA058222R1,Rating PlugE1-E3 In= 800 A  Suministro Suelto para refaccionamiento,1
1SDA058951R1,E2N/MS 1600 3p F HR,1
1SDA060214R1,T6N 800 TMA 800-8000 3p F F,4
1SDA060218R1,T6H 800 A  Relevador TMA  3 Polos  sin terminales,3
1SDA060268R1,T6N 800 A  Relevador PR221DS-LS/I 3 Polos  sin terminales,2
1SDA060345R1,T6D 800 3 Polos  F F,1
1SDA060397R1,MOE  Mando Motor de Energía Acumulada  110...125 V ca/cd para T6,1
1SDA060537R1,T6N 1 000 A  Relevador PR221DS-LS/I 3 Polos  sin terminales (1SDX000235R1),4
1SDA060574R1,T6L 1000PR221DS-LS 3P FF,1
1SDA060594R1,T6D 1000 3 Polos  F F,4
1SDA060689R1,Juego de terminales FC CuAl para alojar hasta 4 cables de 70...150mm2 (3/0…250 Kcmil) para T6 hasta 1 000 A  6 Piezas,15
1SDA062065R1,SOR  T7-T7M  24-30 V ca/cd  Bobina de Apertura  Versión No Cableada,6
1SDA062076R1,SCR  T7M  24-30 V ca/cd  Bobina de Cierre  Versión No Cableada,2
1SDA062101R1,2Q Contactos Auxiliares (Abierto/Cerrado) 2 NA/NC  24 cd para T7  T7M  X1,6
1SDA062113R1,M  Motor para carga de resortes: 24-30 Vca/cd para T7M (motorizable),4
1SDA062170R1,Terminal (clema) bolsa con 1 Pza  Clema para conexión para accesorios eléctricos en T7 y T7M.,1
1SDA062738R1,T7S 1 000 A  Relevador PR231 R1000 LS/I  3 Polos  sin terminales,1
1SDA062898R1,T7H 1 250 A  Relevador PR231 LS/I  R1250  3 Polos  sin terminales,5
1SDA062994R1,T7S 1600 PR231/P LS/I In=1600A 3p F F,2
1SDA063091R1,Cubrebornes Aislantes altos - HTC T7 - T7M - 3 Polos  para T7,1
1SDA063114R1,Juego de terminales FC CuAl para alojar hasta 4 cables de 120...240mm2 (250...500 Kcmil) para T7 y X1 hasta 1 600 A  6 Piezas,4
1SDA063547R1,SOR  Relé de Apertura  110-127 Vca  110-125 Vcd para T7-T7M  Versión No Cableada,10
1SDA066241R1,Kit terminales para cable tipo FC CuAl A1 125A (1 x 50mm2 = 1 AWG) Incluye: 2Piezas,1
1SDA066322R1,SOR-C XT1 - XT4  24-30V ca/cd. Bobina de apertura Cableada 1m.,4
1SDA066324R1,SOR-C 110-127V ca/ 110…125V cd XT1-XT2-XT3-XT4  Bobina de apertura Cableada 1m,16
1SDA066325R1,SOR-C XT1..XT4 F/P 220-240Vac-220-250Vdc. Bobina de Apertura. Cableada.,8
1SDA066420R1,KIT DIN50022 XT3 3 Polos  PLATE DIN,14
1SDA066431R1,AUX-C  1Q+1SY: Juego de contactos Auxiliares cableados (1m)  250Vca XT1-XT2-XT3-XT4  XT5  XT6  (Q= abierto/ cerrado  SY =disparado),13
1SDA066433R1,AUX-C  2Q+1SY  Juego de contactos Auxiliares cableados (1m)  250Vca  XT1-XT2-XT3-XT4  XT5  XT6  (Q= abierto/ cerrado  SY =disparado),3
1SDA066434R1,AUX-C  3Q+1SY  Juego de contactos Auxiliares cableados (1m)  250Vca  XT1-XT2-XT3-XT4  XT5  XT6  (Q= Posición= abierto/ cerrado  SY =disparado),7
1SDA066446R1,AUX-C  Juego de contactos Auxiliares cableados (1m)  1Q+1SY  24Vcd  XT1-XT2-XT3-XT4,20
1SDA066459R1,MOD Mando solenoide sobrepuesto110…125 V ca/cd XT1-XT3,38
1SDA066475R1,RHD  Mando giratorio directo  XT1-XT3.,9
1SDA066479R1,RHE Mando giratorio reenvíado para XT1-XT3 para la puerta  incluye Base  Manija y Varilla de 46 cm,16
1SDA066504R1,A1N 125 TMF 80-800 2p F F,4
1SDA066579R1,Mando giratorio reenvíado lateral izquierdo para XT1-XT3,19
1SDA066624R1,MOL-S XT1-XT3 BL.RONIS CHIAVI UG Tipo A,10
1SDA066652R1,KIT DIN50022 XT1 3 Polos  PLATE DIN,45
1SDA066664R1,HTC - XT1  3 Polos  Cubrebornes aislantes Altos  incluye 2 Piezas,5
1SDA066670R1,CUBRE-BORNES ALTOS TRIPOLAR 2P CS XT4,3
1SDA066676R1,PB100  Diafragmas separadores  Tipo PB100 bajos  (H=100mm)  4 Piezas  3 Polos para XT1-XT3,8
1SDA066678R1,PB200  Diafragmas separadores  Tipo PB200 bajos  (H=200mm)  4 Piezas  3 Polos para XT1-XT3,5
1SDA066799R1,XT1B 160 TMD 16-450 3 Polos  F F,25
1SDA066800R1,XT1B 160 TMD 20-450 3 Polos  F F,2
1SDA066809R1,XT1B 160 TMD 160-1600 3 Polos  F F,4
1SDA066865R1,KIT EF XT1 3 Piezas,9
1SDA066889R1,KIT ES XT1 3 Piezas,5
1SDA066905R1,KIT FC Cu XT1 3 Piezas,2
1SDA066907R1,Juego de terminales para cables de Cobre FC Cu  50mm2 (14...1 AWG) para XT1 hasta 125 A  6 Piezas,424
1SDA066921R1,KIT MC CuAl 6x2.5...35mm2 XT1 3 Piezas,3
1SDA066927R1,KIT MC CuAl 6x2.5...35mm2 XT2 6 Piezas,3
1SDA066929R1,KIT MC CuAl 6x2.5...35mm2 XT3 3 Piezas,3
1SDA067115R1,KIT W MP RC XT4 4 Polos  Transformación de RC Sel de enchufable a extraíble.,3
1SDA067131R1,RC Sel x XT4 4 Polos  F Relé diferencial  Incluye Bobina de apertura para XT4,2
1SDA067151R1,Juego de 3 terminales para cables  Tipo: Borne Interno  para cables de Cobre FC CuAl  70mm2 (14...1 AWG) para XT1 hasta 125A  (3 Piezas) (Los Cubrebornes se cotizan por separado),52
1SDA067155R1,Juego de 3 terminales para cable  Tipo: borne Externo  para alojar 1 cable de cobre-aluminio (CuAl)  desde 35 hasta 95mm2 (1 - 3/0 AWG) para XT1 hasta 160 A  (Los Cubrebornes se cotizan por separado),32
1SDA067157R1,Juego de 6 terminales para cable  Tipo: borne Externo  para alojar 1 cable de cobre-aluminio (CuAl)  desde 35 hasta 95mm2 (1 - 3/0 AWG) para XT1 hasta 160 A. Los Cubrebornes se cotizan por separado),179
1SDA067159R1,KIT FC CuAl 1x120...240mm2 XT1 3 Piezas +ADP,2
1SDA067160R1,KIT FC CuAl 1x120...240mm2 XT1 4 Piezas +ADP,11
1SDA067163R1,KIT de terminales para cable XT2  FC CuAl  Calibre 3/0 (1x 2.5...95mm2)  3 Piezas  Borne Interno  (No Incluye Cubrebornes  se cotizan por separado),1
1SDA067167R1,KIT de terminales para Cable tipo FC CuA,3
1SDA067179R1,Juego de 3 terminales FC CuAl XT3  para alojar cable 1x90...185mm2 (4/0...350 kCM) para XT3 hasta 250 A  (3 Piezas)  (Los Cubrebornes se cotizan por separado),5
1SDA067181R1,Juego de 6 terminales FC CuAl XT3  para alojar cable 1x90...185mm2 (4/0...350 kCM) para XT3 hasta 250 A  (6 Piezas)  (Los Cubrebornes se cotizan por separado),86
1SDA067183R1,Juego de 3 terminales FC CuAl XT3  para alojar cable 1x90...185mm2 + ADP (4/0...350 kCM) para XT3 hasta 250 A  3 Piezas  (Los Cubrebornes se cotizan por separado),7
1SDA067185R1,Juego de 6 terminales FC CuAl XT3  para alojar cable 1x90...185mm2 + ADP (4/0...350 kCM) para XT3 hasta 250 A  6 Piezas  (Los Cubrebornes se cotizan por separado),15
1SDA067191R1,Juego 3 terminales para alojar 1 cable de Cobre/Aluminio (CuAl) de 2.5 hasta 185mm2 (hasta 300 kcmil) para XT4 hasta 250 A  3 Piezas  (Los Cubrebornes se cotizan por separado),2
1SDA067193R1,Juego 6 terminales para alojar 1 cable de Cobre/Aluminio (CuAl) de 2.5 hasta 185mm2 (hasta 300 kcmil) para XT4 hasta 250 A  6 Piezas  (Los Cubrebornes se cotizan por separado),1
1SDA067197R1,Juego 6 zapatas para alojar 1 cable de cobre-aluminio (CuAl) de 150 hasta 240mm2 (300 -400 kcmil)  + ADP  para XT4 hasta 250 A  6 Piezas  (Los Cubrebornes se cotizan por separado),7
1SDA067391R1,XT1C 160 TMD 25-450 3 Polos  F F,24
1SDA067392R1,XT1C 160 TMD 32-450 3 Polos  F F,58
1SDA067393R1,XT1C 160 TMD 40-450 3 Polos  F F,175
1SDA067394R1,XT1C 160 TMD 50-500 3 Polos  F F,170
1SDA067395R1,XT1C 160 TMD 63-630 3 Polos  F F,85
1SDA067396R1,XT1C 160 TMD 80-800 3p F F,71
1SDA067397R1,XT1C 160 TMD 100-1000 3 Polos  F F,85
1SDA067398R1,XT1C 160 TMD 125-1250 3 Polos  F F,111
1SDA067399R1,XT1C 160 TMD 160-1600 3 Polos  F F,81
1SDA067411R1,Interruptor Tmax XT1N  32 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,20
1SDA067412R1,Interruptor Tmax XT1N  40 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,24
1SDA067413R1,Interruptor Tmax XT1N  50 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,23
1SDA067414R1,Interruptor Tmax XT1N  63 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,18
1SDA067415R1,XT1N 160 TMD 80-800 3p F F,25
1SDA067416R1,Interruptor Tmax XT1N  100 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,26
1SDA067417R1,Interruptor Tmax XT1N  125 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,115
1SDA067418R1,XT1N 160 TMD 160-1600 3p F F,50
1SDA067435R1,Interruptor Tmax XT1S  125 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,5
1SDA067436R1,XT1S 160 TMD 160-1600 3p F F,4
1SDA067449R1,Interruptor Tmax XT1H  50 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,5
1SDA067452R1,Interruptor Tmax XT1H  100 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,12
1SDA067453R1,Interruptor Tmax XT1H  125 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,4
1SDA067454R1,Interruptor Tmax XT1H  160 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,11
1SDA067594R1,XT2H 160 TMD 16-300 3 Polos  F F,2
1SDA068055R1,XT3N 250 TMD 100-1000 3 Polos  F F,5
1SDA068056R1,XT3N 250 TMD 125-1250 3 Polos  F F,6
1SDA068057R1,XT3N 250 TMD 160-1600 3 Polos  F F,7
1SDA068058R1,XT3N 250 TMD 200-2000 3 Polos  F F,33
1SDA068059R1,XT3N 250 TMD 250-2500 3 Polos  F F,29
1SDA068090R1,XT4N 250 TMA 200-2000 3 Polos  F F,10
1SDA068091R1,XT4N 250 TMA 225-2250 3 Polos  F F,1
1SDA068092R1,XT4N 250 TMA 250-2500 3 Polos  F F,3
1SDA068210R1,XT3D 250 3 Polos  F F,3
1SDA068218R1,XT3S 250 TMD 125-1250 3 Polos  F F,1
1SDA068220R1,XT3S 250 TMD 200-2000 3 Polos  F F,2
1SDA068221R1,XT3S 250 TMD 250-2500 3 Polos  F F,9
1SDA068312R1,XT4S 250 TMA 250-2500 3 Polos  F F,8
1SDA068342R1,XT4H 160 TMA 160-1600 3 Polos  F F,1
1SDA068343R1,XT4H 250 TMA 200-2000 3 Polos  F F,2
1SDA068345R1,XT4H 250 TMA 250-2500 3 Polos  F F,5
1SDA068474R1,XT4S 160 Ekip LS/I In=160A 3 Polos  F F,1
1SDA068756R1,A1N 125 TMF 32-320 2p F F (IEC),1
1sda069606r1,XT4N 160 Ekip E-LSIG In=40A 4 Polos  F F,2
1sda069607r1,XT4N 160 Ekip E-LSIG In=63A 4 Polos  F F,1
1SDA070841R1,E1.2N 1250 Ekip Dip LI 3 Polos  F F,1
1SDA070843R1,E1.2N 1250 Ekip Dip LSIG 3 Polos  FF,1
1SDA070881R1,E1.2N 1600 Ekip Dip LI 3p F F,2
1SDA070889R1,E1.2N 1600 Hi-Touch LSIG 3 Polos  FF,1
1SDA070951R1,E2.2N 1250 Ekip Dip LI 3 Polos  Fijo  HR,2
1SDA070993R1,E2.2N 1600 Ekip Dip LSIG 3 Polos  Fijo  HR,1
1SDA071031R1,E2.2N 2000 Ekip Dip LI 3 Polos  Fijo  HR,3
1SDA071061R1,E2.2N 2500 Ekip Dip LI 3 Polos  Fijo  HR,2
1SDA071141R1,E4.2N 3200 Ekip Dip LI 3 Polos  Fijo  HR,1
1SDA071193R1,E4.2N 4000 Ekip Dip LSIG 3 Polos  Fijo  HR,2
1SDA071229R1,E4.2V 4000 Ekip Hi-Touch LSIG  protecciones Avanzadas y Analizador de Redes  3 Polos  Fijo  HR,1
1SDA072301R1,E2.2N 1250 Ekip Dip LI 3 Polos  (WMP = Parte móvil de Interruptor Extraíble),1
1SDA072349R1,E2.2N 1600 Hi-Touch LSIG 3 Polos  WMP,1
1SDA072413R1,E2.2N 2500 Ekip Dip LSIG 3p WMP,1
1SDA073412R1,E2.2N/MS 2000 3 Polos  F HR,3
1SDA073560R1,T7D/PV-E 1250 4 PolosF F M 1500VDC,2
1SDA073561R1,T7D/PV-E 1600 4 Polos  F F M 1500V DC,3
1SDA073672R1,YO E1.2..E6.2 110-120 Vac/dc,6
1SDA073673R1,YO  Bobina de Apertura  XT7  XT7M  E1.2-E6.2  120-127Vac/dc,17
1SDA073681R1,YC  Bobina de Cierre  XT7M  E1.2-E6.2  24Vac/dc,13
1SDA073686R1,YC  Bobina de Cierre  XT7M  E1.2-E6.2  120-127Vac/dc,22
1SDA073694R1,YU  Bobina de Mínima Tensión  XT7  XT7M  E1.2-E6.2  24Vac/dc,3
1SDA073699R1,YU  Bobina de Mínima Tensión  XT7  XT7M  E1.2-E6.2  120-127Vac/dc,5
1SDA073708R1,M  Motor Carga de Resortes  E1.2 24-30Vac/dc  Incluye S33 M/2= Contacto de indicación de Resortes cargados (250V),7
1SDA073710R1,M  Motor Carga de Resortes  E1.2 100-130Vac/dc  Incluye S33 M/2= Contacto de indicación de Resortes cargados (250V),13
1SDA073722R1,M  Motor Carga de Resortes  E2.2...E6.2 24-30Vac/dc. Incluye S33 M/2= Contacto de indicación de Resortes cargados (400V),8
1SDA073724R1,M  Motor Carga de Resortes  E2.2-E6.2 100-130Vac/dc. Incluye S33 M/2= Contacto de indicación de Resortes cargados (400V),10
1SDA073736R1,Sensor de corriente Neutro Externo  4to polo  para protección G  Falla a tierra  E1.2 y E2.2 - 2000A. (Incluye 3 mts de cable),6
1SDA073738R1,Sensor de corriente Neutro Externo  4to polo  para protección G  Falla a tierra  E4.2 - 3200A. (Incluye 3 mts de cable),3
1SDA073739R1,Sensor de corriente Neutro Externo  4to polo  para protección G  Falla a tierra  E4.2 - 4000A y E6.2-50%. (Incluye 3 mts de cable),1
1SDA073756R1,AUX 6Q 400V E2.2-E6.2  (tipo C= NA/NC) contactos Auxiliares de indicación  interruptor Abierto o Cerrado (para ser Instalados) Los Interruptores con protección ya incluye 4Q auxiliares  con este accesorios 6Q se complementa a 10 contacto auxiliares,1
1SDA073862R1,IP30 Marco para puerta Interruptor Fijo (Refacción) E1.2 F,2
1SDA073864R1,IP30 Marco para puerta Interruptor Fijo (Refacción) E2.2...E6.2 F,1
1SDA073885R1,Cable interlock (juego de Chicotes para aplicación Transferencia)  Tipo: A Normal-Emergencia  Arreglo Vertical en 1 columna   E1.2...E6.2,1
1SDA073890R1,Lever interlock (Accesorios de Bloqueo Interno) Interruptor E4.2,1
1SDA073909R1,Cuna ó Parte Fija E2.2 (B N S H)  hasta Iu=2000A  3 Polos  terminales para Barra en horizontal y orientables (HR HR)  Incluye Manivela para inserción manual y Persianas de seguridad para evitar Arqueos  (IEC),3
1SDA073973R1,Kit terminales F E1.2 F 3 Piezas  suministro suelto,2
1SDA073989R1,Kit terminales HR/VR E1.2 F 3Pz  suministro suelto,10
1SDA074001R1,Juego de terminales para Cable  FC CuAl  E1.2  Fijo  Tipo Borne Externo  para alojar cables 4 x 120...240mm2 (250...500 Kcmil)  hasta 1 600 A (3 Piezas),13
1SDA074150R1,Ekip Com Modbus RS-485  para Emax 2 tamaños E1.2..E6.2  (Modbus RTU),8
1SDA074151R1,Ekip Com Modbus TCP  para Emax 2 tamaños E1.2..E6.2 (Conexión a cable de Red  Conector RJ45),2
1SDA074152R1,Ekip Com Profibus  E1.2..E6.2,1
1SDA074172R1,Fuente de Alimentación (Módulo Ekip Supply)  110-240VAC/DC  E1.2 - E6.2  XT2  XT4  XT5  XT7  XT7M y CARTRIDGE. Recomendado  cuando el interruptor esta abierto y requieren configurar o ver parámetros en pantalla; y obligatorio para uso de protocolos de comunicación. Requiere alimentación eléctrica externa de 110-240Vac/dc.,6
1SDA074192R1,EKIP Multimeter Display_ unidad de visualización de los parámetros según el interruptor al que este conectado  para XT2/XT4/XT7/XT7M-E1.2...E6.2 (Instar 1 Ekip-Multimeter por interruptor)  no requiere de sensores de corriente adicionales. Funciona por Local Bus,2
1SDA074914R1,XT25S 125 E KIP LS/I IN=125 3P,1
1SDA075399R1,XT4H 250 EKIP LS/I=250 3P,1
1SDA076572R1,KIT INSTALACION SIN MARCO PARA TRIPOLAR,2
1SDA076573R1,KIT DE INSTALACION SIN MARCO PARA TRIPOL,1
1SDA077280R1,E2.2N-A 1600 Ekip Dip LSIG 3p FHR,1
1SDA079706R1,Cuna UL  Cradle UL  E6.2-A W FP Iu=5000 3 Polos  HR HR UL,1
1SDA080825R1,XT1C 160 TMD 16-450 3 Polos  F F,20
1SDA080826R1,XT1C 160 TMD 20-450 3p F F,35
1SDA080827R1,Interruptor Tmax XT1N  16A  3 Polos  Relevador TMF. No Incluye terminales para Cable,20
1SDA080828R1,Interruptor Tmax XT1N  20A  3 Polos  Relevador TMF. No Incluye terminales para Cable,23
1SDA080829R1,Interruptor Tmax XT1N  25 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,22
1SDA080830R1,Interruptor Tmax XT1S  16A  3 Polos  Relevador TMF. No Incluye terminales para Cable,2
1SDA080831R1,Interruptor Tmax XT1S  20A  3 Polos  Relevador TMF. No Incluye terminales para Cable,1
1SDA080833R1,Interruptor Tmax XT1S  32 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,1
1SDA080835R1,XT1H160TMF16-4503pFF,5
1SDA080837R1,Interruptor Tmax XT1H  25 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,10
1SDA080838R1,Interruptor Tmax XT1H  32 A  3 Polos  Relevador TMD. No Incluye terminales para Cable,1
1SDA082136R1,Sensor de Neutro Externo 4to Polo  E6.2 100% UL. (Incluye 3 mts Cable),1
1SDA085585R1,CONEXION ANTERIOR POR CABLES,2
1SDA100344R1,Interruptor XT5N 400 TMA  In=320A  3 Polos. No Incluye terminales para Cable,12
1SDA100345R1,Interruptor XT5N 400 TMA  In=400A  3 Polos. No Incluye terminales para Cable,18
1SDA100346R1,Interruptor XT5N 630 TMA  In=500A  3 Polos. No Incluye terminales para Cable,9
1SDA100347R1,Interruptor XT5N 630 TMA  In=630A  3 Polos. No Incluye terminales para Cable,9
1SDA100352R1,Interruptor XT5N 400 Ekip Dip LS/I In=250A  3 Polos  No Incluye terminales para Cable,5
1SDA100353R1,Interruptor XT5N 400 Ekip Dip LS/I In=320A  3 Polos  No Incluye terminales para Cable,9
1SDA100354R1,Interruptor XT5N 400 Ekip Dip LS/I In=400A  3 Polos  No Incluye terminales para Cable,13
1SDA100355R1,Interruptor XT5N 630 Ekip Dip LS/I In=630A  3 Polos  No Incluye terminales para Cable,7
1SDA100361R1,Interruptor XT5N 400 Ekip Dip LSIG In=320A  3 Polos  No Incluye terminales para Cable,5
1SDA100486R1,Interruptor XT5H 630 TMA  In=500A  3 Polos. No Incluye terminales para Cable,3
1SDA100487R1,Interruptor XT5H 630 TMA  In=630A  3 Polos. No Incluye terminales para Cable,6
1SDA100491R1,Interruptor XT5H 630 Ekip Dip LS/I In=630A  3 Polos  No Incluye terminales para Cable,3
1SDA100718R1,Interruptor XT6N 800 TMA In=800A  3 Polos. No Incluye terminales para Cable,7
1SDA100719R1,Breaker XT6N 800 Ekip Dip LS/I In=800 3p,6
1SDA100720R1,Interruptor XT6N 1000 Ekip Dip LS/I In=1000A  3 Polos  No Incluye terminales para Cable,7
1SDA100721R1,XT6N 800 Ekip Dip LSI In=800 3p F F,2
1SDA100740R1,Interruptor XT6S 800 TMA 800-8000A  3 Polos  No Incluye terminales para Cable,2
1SDA100762R1,Interruptor XT6H 800 TMA 800A  3 Polos  No Incluye terminales para Cable,5
1SDA100763R1,Interruptor XT6H 800 Ekip Dip LS/I In=800A  3 Polos  No Incluye terminales para Cable,6
1SDA100767R1,XT6H 800 Ekip Dip LSIG In=800 3p F F,2
1SDA100827R1,XT7S 1000 Ekip Dip LS/I In=1000A 3p F F,4
1SDA100828R1,Interruptor XT7S 1250 Ekip Dip LS/I In=1250A  3 Polos  No Incluye terminales para Cable,7
1SDA100829R1,XT7S 1600 Ekip Dip LS/I In=1600A 3p F F,5
1SDA100835R1,Interruptor XT7S 1000 Ekip Dip LSIG In=1000A  3 Polos  No Incluye terminales para Cable,1
1SDA100891R1,XT7H 1000 Ekip Dip LS/I In=1000A 3p F F,3
1SDA100893R1,Interruptor XT7H 1600 Ekip Dip LS/I In=1600A  3 Polos  No Incluye terminales para Cable,4
1SDA100955R1,XT7L 1000 Ekip Dip LS/I In=1000A 3p F F,2
1SDA101123R1,Interruptor XT7S 1000 Ekip Dip LSIG In=1000A 4 Polos  F F,4
1SDA101914R1,XT7D M 1600 3p F F,1
1SDA102679R1,XT5N 400 BREAKING PART 3P,1
1SDA104729R1,CABLES RACK PARA INTERRUPTOR XT5-ST6,1
1SDA104742R1,KIT FC CuAl. Juego de terminales para Cable  Tipo Borne Interno  (Cobre  Aluminio)  XT5  para alojar cable 1 x 120…240mm2 (250…500 Kcmil)  hasta 350A  3 Polos  3 Piezas,10
1SDA104744R1,KIT FC CuAl. Juego de terminales para Cable  Tipo Borne Interno  (Cobre  Aluminio)  XT5  para alojar cable 1 x 185...300mm2 (3/0…600 Kcmil)  hasta 400A  3 Polos  3 Piezas,63
1SDA104746R1,KIT FC CuAl. Juego de terminales para Cable  Tipo Borne Interno  (Cobre  Aluminio)  XT5  para alojar cable 1 x 35…180mm2 (2AWG…350 Kcmil)  hasta 300A  3 Polos  3 Piezas,10
1SDA104748R1,KIT FC CuAl. Juego de terminales para Cable  Tipo Borne Externo  (Cobre  Aluminio)  XT5  para alojar cable 2 x 95…240mm2 (3/0…500 Kcmil)  hasta 630A  3 Polos  3 Piezas,82
1SDA104750R1,KIT FC CuAl 2x120...240mm2 XT6 3pcs,10
1SDA104752R1,KIT FC CuAl. Juego de terminales para Cable  Tipo Borne Externo  (Cobre  Aluminio)  XT6  para alojar cable 3 x 35…180mm2 (2AWG…350 Kcmil)  hasta 800A  3 Polos  3 Piezas,64
1SDA104754R1,KIT FC CuAl. Juego de terminales para Cable  Tipo Borne Externo  (Cobre  Aluminio)  XT6  para alojar cable 4 x 70…150mm2 (3/0...350 Kcmil)  hasta 1000A  3 Polos  3 Piezas,19
1SDA104756R1,KIT FC CuAl 2x240mm2 XT7/XT7M 3 Piezas,1
1SDA104758R1,KIT FC CuAl. XT7-XT7M  Juego de terminales para Cable  Tipo Borne Externo  (Cobre  Aluminio)  para alojar cable 4 x 120…240mm2 (3/0…500 Kcmil)  hasta 1600A(IEC)  hasta 1200A(UL)  3 Polos  3 Piezas,69
1SDA104759R1,KIT F CCuAl 4x240mm2/500kcmil XT7/M F 4 Piezas,14
1SDA104832R1,RHD  XT6  Mando giratorio normal directo al Interruptor  (Bloqueo hasta para usar 3 candados) para interruptor Tipos Fijo y enchufable,5
1SDA104843R1,RHE - XT5  Mando renviado  incluye  Base  Varilla Longitud=50cm y Manija estandar (bloqueo hasta para usar 3 candados) para Fijo/Enchufable,13
1SDA104853R1,RHE - XT6   Mando renviado  incluye  Base  Varilla Longitud=50cm y Manija estandar (bloqueo hasta para usar 3 candados) para Fijo/Enchufable,2
